1.70711	1	
1.6984	1.11062	
1.6725	1.21851	
1.63004	1.32102	
1.57206	1.41563	
1.5	1.5	
1.41563	1.57206	
1.32102	1.63004	
1.21851	1.6725	
1.11062	1.6984	
1	1.70711	
0.889384	1.6984	
0.781492	1.6725	
0.67898	1.63004	
0.584373	1.57206	
0.5	1.5	
0.427939	1.41563	
0.369963	1.32102	
0.327501	1.21851	
0.301599	1.11062	
0.292893	1	
0.301599	0.889384	
0.327501	0.781492	
0.369963	0.67898	
0.427939	0.584373	
0.5	0.5	
0.584373	0.427939	
0.67898	0.369963	
0.781492	0.327501	
0.889384	0.301599	
1	0.292893	
1.11062	0.301599	
1.21851	0.327501	
1.32102	0.369963	
1.41563	0.427939	
1.5	0.5	
1.57206	0.584373	
1.63004	0.67898	
1.6725	0.781492	
1.6984	0.889384	
1.70711	1	
